seed-corpus soak start 2026-06-16T17:15:09Z dur=28800s img=0.16.0 shape=certificate seeds=2 injector=none
20:47:13 iter=212 chain_txs=0 served=355 cert_tagged=179 cert_real=179 relay2_crit=0 relay2_restart=0 adv_restart=0
20:48:14 iter=213 chain_txs=0 served=357 cert_tagged=180 cert_real=180 relay2_crit=0 relay2_restart=0 adv_restart=0
20:49:14 iter=214 chain_txs=0 served=359 cert_tagged=181 cert_real=181 relay2_crit=0 relay2_restart=0 adv_restart=0
20:50:14 iter=215 chain_txs=0 served=361 cert_tagged=182 cert_real=182 relay2_crit=0 relay2_restart=0 adv_restart=0
20:51:14 iter=216 chain_txs=0 served=363 cert_tagged=183 cert_real=183 relay2_crit=0 relay2_restart=0 adv_restart=0
20:52:15 iter=217 chain_txs=0 served=365 cert_tagged=184 cert_real=184 relay2_crit=0 relay2_restart=0 adv_restart=0
20:53:15 iter=218 chain_txs=0 served=367 cert_tagged=185 cert_real=185 relay2_crit=0 relay2_restart=0 adv_restart=0
20:54:15 iter=219 chain_txs=0 served=367 cert_tagged=185 cert_real=185 relay2_crit=0 relay2_restart=0 adv_restart=0
20:55:16 iter=220 chain_txs=0 served=369 cert_tagged=186 cert_real=186 relay2_crit=0 relay2_restart=0 adv_restart=0
20:56:16 iter=221 chain_txs=0 served=371 cert_tagged=187 cert_real=187 relay2_crit=0 relay2_restart=0 adv_restart=0
20:57:16 iter=222 chain_txs=0 served=373 cert_tagged=188 cert_real=188 relay2_crit=0 relay2_restart=0 adv_restart=0
20:58:17 iter=223 chain_txs=0 served=375 cert_tagged=189 cert_real=189 relay2_crit=0 relay2_restart=0 adv_restart=0
20:59:17 iter=224 chain_txs=0 served=377 cert_tagged=190 cert_real=190 relay2_crit=0 relay2_restart=0 adv_restart=0
21:00:17 iter=225 chain_txs=0 served=377 cert_tagged=190 cert_real=190 relay2_crit=0 relay2_restart=0 adv_restart=0
21:01:18 iter=226 chain_txs=0 served=379 cert_tagged=191 cert_real=191 relay2_crit=0 relay2_restart=0 adv_restart=0
21:02:18 iter=227 chain_txs=0 served=381 cert_tagged=192 cert_real=192 relay2_crit=0 relay2_restart=0 adv_restart=0
21:03:18 iter=228 chain_txs=0 served=383 cert_tagged=193 cert_real=193 relay2_crit=0 relay2_restart=0 adv_restart=0
21:04:18 iter=229 chain_txs=0 served=385 cert_tagged=194 cert_real=194 relay2_crit=0 relay2_restart=0 adv_restart=0
21:05:19 iter=230 chain_txs=0 served=387 cert_tagged=195 cert_real=195 relay2_crit=0 relay2_restart=0 adv_restart=0
21:06:19 iter=231 chain_txs=0 served=387 cert_tagged=195 cert_real=195 relay2_crit=0 relay2_restart=0 adv_restart=0
21:07:19 iter=232 chain_txs=0 served=389 cert_tagged=196 cert_real=196 relay2_crit=0 relay2_restart=0 adv_restart=0
21:08:20 iter=233 chain_txs=0 served=391 cert_tagged=197 cert_real=197 relay2_crit=0 relay2_restart=0 adv_restart=0
21:09:20 iter=234 chain_txs=0 served=393 cert_tagged=198 cert_real=198 relay2_crit=0 relay2_restart=0 adv_restart=0
21:10:20 iter=235 chain_txs=0 served=395 cert_tagged=199 cert_real=199 relay2_crit=0 relay2_restart=0 adv_restart=0
21:11:21 iter=236 chain_txs=0 served=397 cert_tagged=200 cert_real=200 relay2_crit=0 relay2_restart=0 adv_restart=0
21:12:21 iter=237 chain_txs=0 served=397 cert_tagged=200 cert_real=200 relay2_crit=0 relay2_restart=0 adv_restart=0
21:13:21 iter=238 chain_txs=0 served=399 cert_tagged=201 cert_real=201 relay2_crit=0 relay2_restart=0 adv_restart=0
21:14:22 iter=239 chain_txs=0 served=401 cert_tagged=202 cert_real=202 relay2_crit=0 relay2_restart=0 adv_restart=0
21:15:22 iter=240 chain_txs=0 served=403 cert_tagged=203 cert_real=203 relay2_crit=0 relay2_restart=0 adv_restart=0
21:16:22 iter=241 chain_txs=0 served=405 cert_tagged=204 cert_real=204 relay2_crit=0 relay2_restart=0 adv_restart=0
21:17:22 iter=242 chain_txs=0 served=407 cert_tagged=205 cert_real=205 relay2_crit=0 relay2_restart=0 adv_restart=0
21:18:23 iter=243 chain_txs=0 served=407 cert_tagged=205 cert_real=205 relay2_crit=0 relay2_restart=0 adv_restart=0
21:19:23 iter=244 chain_txs=0 served=409 cert_tagged=206 cert_real=206 relay2_crit=0 relay2_restart=0 adv_restart=0
21:20:23 iter=245 chain_txs=0 served=411 cert_tagged=207 cert_real=207 relay2_crit=0 relay2_restart=0 adv_restart=0
21:21:24 iter=246 chain_txs=0 served=413 cert_tagged=208 cert_real=208 relay2_crit=0 relay2_restart=0 adv_restart=0
21:22:24 iter=247 chain_txs=0 served=415 cert_tagged=209 cert_real=209 relay2_crit=0 relay2_restart=0 adv_restart=0
21:23:24 iter=248 chain_txs=0 served=417 cert_tagged=210 cert_real=210 relay2_crit=0 relay2_restart=0 adv_restart=0
21:24:25 iter=249 chain_txs=0 served=417 cert_tagged=210 cert_real=210 relay2_crit=0 relay2_restart=0 adv_restart=0
21:25:25 iter=250 chain_txs=0 served=419 cert_tagged=211 cert_real=211 relay2_crit=0 relay2_restart=0 adv_restart=0
21:26:25 iter=251 chain_txs=0 served=421 cert_tagged=212 cert_real=212 relay2_crit=0 relay2_restart=0 adv_restart=0
21:27:26 iter=252 chain_txs=0 served=423 cert_tagged=213 cert_real=213 relay2_crit=0 relay2_restart=0 adv_restart=0
21:28:26 iter=253 chain_txs=0 served=425 cert_tagged=214 cert_real=214 relay2_crit=0 relay2_restart=0 adv_restart=0
21:29:26 iter=254 chain_txs=0 served=427 cert_tagged=215 cert_real=215 relay2_crit=0 relay2_restart=0 adv_restart=0
21:30:26 iter=255 chain_txs=0 served=427 cert_tagged=215 cert_real=215 relay2_crit=0 relay2_restart=0 adv_restart=0
21:31:27 iter=256 chain_txs=0 served=429 cert_tagged=216 cert_real=216 relay2_crit=0 relay2_restart=0 adv_restart=0
21:32:27 iter=257 chain_txs=0 served=431 cert_tagged=217 cert_real=217 relay2_crit=0 relay2_restart=0 adv_restart=0
21:33:27 iter=258 chain_txs=0 served=433 cert_tagged=218 cert_real=218 relay2_crit=0 relay2_restart=0 adv_restart=0
21:34:28 iter=259 chain_txs=0 served=435 cert_tagged=219 cert_real=219 relay2_crit=0 relay2_restart=0 adv_restart=0
21:35:28 iter=260 chain_txs=0 served=437 cert_tagged=220 cert_real=220 relay2_crit=0 relay2_restart=0 adv_restart=0
21:36:28 iter=261 chain_txs=0 served=437 cert_tagged=220 cert_real=220 relay2_crit=0 relay2_restart=0 adv_restart=0
21:37:29 iter=262 chain_txs=0 served=439 cert_tagged=221 cert_real=221 relay2_crit=0 relay2_restart=0 adv_restart=0
21:38:29 iter=263 chain_txs=0 served=441 cert_tagged=222 cert_real=222 relay2_crit=0 relay2_restart=0 adv_restart=0
21:39:29 iter=264 chain_txs=0 served=443 cert_tagged=223 cert_real=223 relay2_crit=0 relay2_restart=0 adv_restart=0
21:40:30 iter=265 chain_txs=0 served=445 cert_tagged=224 cert_real=224 relay2_crit=0 relay2_restart=0 adv_restart=0
21:41:30 iter=266 chain_txs=0 served=447 cert_tagged=225 cert_real=225 relay2_crit=0 relay2_restart=0 adv_restart=0
21:42:30 iter=267 chain_txs=0 served=447 cert_tagged=225 cert_real=225 relay2_crit=0 relay2_restart=0 adv_restart=0
21:43:31 iter=268 chain_txs=0 served=449 cert_tagged=226 cert_real=226 relay2_crit=0 relay2_restart=0 adv_restart=0
21:44:31 iter=269 chain_txs=0 served=451 cert_tagged=227 cert_real=227 relay2_crit=0 relay2_restart=0 adv_restart=0
21:45:31 iter=270 chain_txs=0 served=453 cert_tagged=228 cert_real=228 relay2_crit=0 relay2_restart=0 adv_restart=0
21:46:31 iter=271 chain_txs=0 served=455 cert_tagged=229 cert_real=229 relay2_crit=0 relay2_restart=0 adv_restart=0
21:47:32 iter=272 chain_txs=0 served=457 cert_tagged=230 cert_real=230 relay2_crit=0 relay2_restart=0 adv_restart=0
21:48:32 iter=273 chain_txs=0 served=457 cert_tagged=230 cert_real=230 relay2_crit=0 relay2_restart=0 adv_restart=0
21:49:32 iter=274 chain_txs=0 served=459 cert_tagged=231 cert_real=231 relay2_crit=0 relay2_restart=0 adv_restart=0
21:50:33 iter=275 chain_txs=0 served=461 cert_tagged=232 cert_real=232 relay2_crit=0 relay2_restart=0 adv_restart=0
21:51:33 iter=276 chain_txs=0 served=463 cert_tagged=233 cert_real=233 relay2_crit=0 relay2_restart=0 adv_restart=0
21:52:33 iter=277 chain_txs=0 served=465 cert_tagged=234 cert_real=234 relay2_crit=0 relay2_restart=0 adv_restart=0
21:53:34 iter=278 chain_txs=0 served=467 cert_tagged=235 cert_real=235 relay2_crit=0 relay2_restart=0 adv_restart=0
21:54:34 iter=279 chain_txs=0 served=467 cert_tagged=235 cert_real=235 relay2_crit=0 relay2_restart=0 adv_restart=0
21:55:34 iter=280 chain_txs=0 served=469 cert_tagged=236 cert_real=236 relay2_crit=0 relay2_restart=0 adv_restart=0
21:56:35 iter=281 chain_txs=0 served=471 cert_tagged=237 cert_real=237 relay2_crit=0 relay2_restart=0 adv_restart=0
21:57:35 iter=282 chain_txs=0 served=473 cert_tagged=238 cert_real=238 relay2_crit=0 relay2_restart=0 adv_restart=0
21:58:35 iter=283 chain_txs=0 served=475 cert_tagged=239 cert_real=239 relay2_crit=0 relay2_restart=0 adv_restart=0
21:59:36 iter=284 chain_txs=0 served=477 cert_tagged=240 cert_real=240 relay2_crit=0 relay2_restart=0 adv_restart=0
22:00:36 iter=285 chain_txs=0 served=477 cert_tagged=240 cert_real=240 relay2_crit=0 relay2_restart=0 adv_restart=0
22:01:36 iter=286 chain_txs=0 served=479 cert_tagged=241 cert_real=241 relay2_crit=0 relay2_restart=0 adv_restart=0
22:02:36 iter=287 chain_txs=0 served=481 cert_tagged=242 cert_real=242 relay2_crit=0 relay2_restart=0 adv_restart=0
22:03:37 iter=288 chain_txs=0 served=483 cert_tagged=243 cert_real=243 relay2_crit=0 relay2_restart=0 adv_restart=0
22:04:37 iter=289 chain_txs=0 served=485 cert_tagged=244 cert_real=244 relay2_crit=0 relay2_restart=0 adv_restart=0
22:05:37 iter=290 chain_txs=0 served=487 cert_tagged=245 cert_real=245 relay2_crit=0 relay2_restart=0 adv_restart=0
22:06:38 iter=291 chain_txs=0 served=487 cert_tagged=245 cert_real=245 relay2_crit=0 relay2_restart=0 adv_restart=0
22:07:38 iter=292 chain_txs=0 served=489 cert_tagged=246 cert_real=246 relay2_crit=0 relay2_restart=0 adv_restart=0
22:08:38 iter=293 chain_txs=0 served=491 cert_tagged=247 cert_real=247 relay2_crit=0 relay2_restart=0 adv_restart=0
22:09:39 iter=294 chain_txs=0 served=493 cert_tagged=248 cert_real=248 relay2_crit=0 relay2_restart=0 adv_restart=0
22:10:39 iter=295 chain_txs=0 served=495 cert_tagged=249 cert_real=249 relay2_crit=0 relay2_restart=0 adv_restart=0
22:11:39 iter=296 chain_txs=0 served=497 cert_tagged=250 cert_real=250 relay2_crit=0 relay2_restart=0 adv_restart=0
22:12:40 iter=297 chain_txs=0 served=497 cert_tagged=250 cert_real=250 relay2_crit=0 relay2_restart=0 adv_restart=0
22:13:40 iter=298 chain_txs=0 served=499 cert_tagged=251 cert_real=251 relay2_crit=0 relay2_restart=0 adv_restart=0
22:14:40 iter=299 chain_txs=0 served=501 cert_tagged=252 cert_real=252 relay2_crit=0 relay2_restart=0 adv_restart=0
22:15:40 iter=300 chain_txs=0 served=503 cert_tagged=253 cert_real=253 relay2_crit=0 relay2_restart=0 adv_restart=0
22:16:41 iter=301 chain_txs=0 served=505 cert_tagged=254 cert_real=254 relay2_crit=0 relay2_restart=0 adv_restart=0
22:17:41 iter=302 chain_txs=0 served=507 cert_tagged=255 cert_real=255 relay2_crit=0 relay2_restart=0 adv_restart=0
22:18:41 iter=303 chain_txs=0 served=509 cert_tagged=256 cert_real=256 relay2_crit=0 relay2_restart=0 adv_restart=0
22:19:42 iter=304 chain_txs=0 served=509 cert_tagged=256 cert_real=256 relay2_crit=0 relay2_restart=0 adv_restart=0
22:20:42 iter=305 chain_txs=0 served=511 cert_tagged=257 cert_real=257 relay2_crit=0 relay2_restart=0 adv_restart=0
22:21:42 iter=306 chain_txs=0 served=513 cert_tagged=258 cert_real=258 relay2_crit=0 relay2_restart=0 adv_restart=0
22:22:43 iter=307 chain_txs=0 served=515 cert_tagged=259 cert_real=259 relay2_crit=0 relay2_restart=0 adv_restart=0
22:23:43 iter=308 chain_txs=0 served=517 cert_tagged=260 cert_real=260 relay2_crit=0 relay2_restart=0 adv_restart=0
22:24:43 iter=309 chain_txs=0 served=519 cert_tagged=261 cert_real=261 relay2_crit=0 relay2_restart=0 adv_restart=0
22:25:44 iter=310 chain_txs=0 served=519 cert_tagged=261 cert_real=261 relay2_crit=0 relay2_restart=0 adv_restart=0
22:26:44 iter=311 chain_txs=0 served=521 cert_tagged=262 cert_real=262 relay2_crit=0 relay2_restart=0 adv_restart=0
22:27:44 iter=312 chain_txs=0 served=523 cert_tagged=263 cert_real=263 relay2_crit=0 relay2_restart=0 adv_restart=0
22:28:45 iter=313 chain_txs=0 served=525 cert_tagged=264 cert_real=264 relay2_crit=0 relay2_restart=0 adv_restart=0
22:29:45 iter=314 chain_txs=0 served=527 cert_tagged=265 cert_real=265 relay2_crit=0 relay2_restart=0 adv_restart=0
22:30:45 iter=315 chain_txs=0 served=529 cert_tagged=266 cert_real=266 relay2_crit=0 relay2_restart=0 adv_restart=0
22:31:45 iter=316 chain_txs=0 served=529 cert_tagged=266 cert_real=266 relay2_crit=0 relay2_restart=0 adv_restart=0
22:32:46 iter=317 chain_txs=0 served=531 cert_tagged=267 cert_real=267 relay2_crit=0 relay2_restart=0 adv_restart=0
22:33:46 iter=318 chain_txs=0 served=533 cert_tagged=268 cert_real=268 relay2_crit=0 relay2_restart=0 adv_restart=0
22:34:46 iter=319 chain_txs=0 served=535 cert_tagged=269 cert_real=269 relay2_crit=0 relay2_restart=0 adv_restart=0
22:35:47 iter=320 chain_txs=0 served=537 cert_tagged=270 cert_real=270 relay2_crit=0 relay2_restart=0 adv_restart=0
22:36:47 iter=321 chain_txs=0 served=539 cert_tagged=271 cert_real=271 relay2_crit=0 relay2_restart=0 adv_restart=0
22:37:47 iter=322 chain_txs=0 served=539 cert_tagged=271 cert_real=271 relay2_crit=0 relay2_restart=0 adv_restart=0
22:38:48 iter=323 chain_txs=0 served=541 cert_tagged=272 cert_real=272 relay2_crit=0 relay2_restart=0 adv_restart=0
22:39:48 iter=324 chain_txs=0 served=543 cert_tagged=273 cert_real=273 relay2_crit=0 relay2_restart=0 adv_restart=0
22:40:48 iter=325 chain_txs=0 served=545 cert_tagged=274 cert_real=274 relay2_crit=0 relay2_restart=0 adv_restart=0
22:41:49 iter=326 chain_txs=0 served=547 cert_tagged=275 cert_real=275 relay2_crit=0 relay2_restart=0 adv_restart=0
22:42:49 iter=327 chain_txs=0 served=549 cert_tagged=276 cert_real=276 relay2_crit=0 relay2_restart=0 adv_restart=0
22:43:49 iter=328 chain_txs=0 served=549 cert_tagged=276 cert_real=276 relay2_crit=0 relay2_restart=0 adv_restart=0
22:44:50 iter=329 chain_txs=0 served=551 cert_tagged=277 cert_real=277 relay2_crit=0 relay2_restart=0 adv_restart=0
22:45:50 iter=330 chain_txs=0 served=553 cert_tagged=278 cert_real=278 relay2_crit=0 relay2_restart=0 adv_restart=0
22:46:50 iter=331 chain_txs=0 served=555 cert_tagged=279 cert_real=279 relay2_crit=0 relay2_restart=0 adv_restart=0
22:47:51 iter=332 chain_txs=0 served=557 cert_tagged=280 cert_real=280 relay2_crit=0 relay2_restart=0 adv_restart=0
22:48:51 iter=333 chain_txs=0 served=559 cert_tagged=281 cert_real=281 relay2_crit=0 relay2_restart=0 adv_restart=0
22:49:51 iter=334 chain_txs=0 served=559 cert_tagged=281 cert_real=281 relay2_crit=0 relay2_restart=0 adv_restart=0
22:50:51 iter=335 chain_txs=0 served=561 cert_tagged=282 cert_real=282 relay2_crit=0 relay2_restart=0 adv_restart=0
22:51:52 iter=336 chain_txs=0 served=563 cert_tagged=283 cert_real=283 relay2_crit=0 relay2_restart=0 adv_restart=0
22:52:52 iter=337 chain_txs=0 served=565 cert_tagged=284 cert_real=284 relay2_crit=0 relay2_restart=0 adv_restart=0
22:53:52 iter=338 chain_txs=0 served=567 cert_tagged=285 cert_real=285 relay2_crit=0 relay2_restart=0 adv_restart=0
22:54:53 iter=339 chain_txs=0 served=569 cert_tagged=286 cert_real=286 relay2_crit=0 relay2_restart=0 adv_restart=0
22:55:53 iter=340 chain_txs=0 served=569 cert_tagged=287 cert_real=287 relay2_crit=0 relay2_restart=0 adv_restart=0
22:56:53 iter=341 chain_txs=0 served=571 cert_tagged=287 cert_real=287 relay2_crit=0 relay2_restart=0 adv_restart=0
22:57:54 iter=342 chain_txs=0 served=573 cert_tagged=288 cert_real=288 relay2_crit=0 relay2_restart=0 adv_restart=0
22:58:54 iter=343 chain_txs=0 served=575 cert_tagged=289 cert_real=289 relay2_crit=0 relay2_restart=0 adv_restart=0
22:59:54 iter=344 chain_txs=0 served=577 cert_tagged=290 cert_real=290 relay2_crit=0 relay2_restart=0 adv_restart=0
23:00:55 iter=345 chain_txs=0 served=579 cert_tagged=291 cert_real=291 relay2_crit=0 relay2_restart=0 adv_restart=0
23:01:55 iter=346 chain_txs=0 served=579 cert_tagged=291 cert_real=291 relay2_crit=0 relay2_restart=0 adv_restart=0
23:02:55 iter=347 chain_txs=0 served=581 cert_tagged=292 cert_real=292 relay2_crit=0 relay2_restart=0 adv_restart=0
23:03:56 iter=348 chain_txs=0 served=583 cert_tagged=293 cert_real=293 relay2_crit=0 relay2_restart=0 adv_restart=0
23:04:56 iter=349 chain_txs=0 served=585 cert_tagged=294 cert_real=294 relay2_crit=0 relay2_restart=0 adv_restart=0
23:05:56 iter=350 chain_txs=0 served=587 cert_tagged=295 cert_real=295 relay2_crit=0 relay2_restart=0 adv_restart=0
23:06:56 iter=351 chain_txs=0 served=589 cert_tagged=296 cert_real=296 relay2_crit=0 relay2_restart=0 adv_restart=0
23:07:57 iter=352 chain_txs=0 served=591 cert_tagged=297 cert_real=297 relay2_crit=0 relay2_restart=0 adv_restart=0
23:08:57 iter=353 chain_txs=0 served=591 cert_tagged=297 cert_real=297 relay2_crit=0 relay2_restart=0 adv_restart=0
23:09:57 iter=354 chain_txs=0 served=593 cert_tagged=298 cert_real=298 relay2_crit=0 relay2_restart=0 adv_restart=0
23:10:58 iter=355 chain_txs=0 served=595 cert_tagged=299 cert_real=299 relay2_crit=0 relay2_restart=0 adv_restart=0
23:11:58 iter=356 chain_txs=0 served=597 cert_tagged=300 cert_real=300 relay2_crit=0 relay2_restart=0 adv_restart=0
23:12:58 iter=357 chain_txs=0 served=599 cert_tagged=301 cert_real=301 relay2_crit=0 relay2_restart=0 adv_restart=0
23:13:59 iter=358 chain_txs=0 served=601 cert_tagged=302 cert_real=302 relay2_crit=0 relay2_restart=0 adv_restart=0
23:14:59 iter=359 chain_txs=0 served=601 cert_tagged=302 cert_real=302 relay2_crit=0 relay2_restart=0 adv_restart=0
23:15:59 iter=360 chain_txs=0 served=603 cert_tagged=303 cert_real=303 relay2_crit=0 relay2_restart=0 adv_restart=0
23:17:00 iter=361 chain_txs=0 served=605 cert_tagged=304 cert_real=304 relay2_crit=0 relay2_restart=0 adv_restart=0
23:18:00 iter=362 chain_txs=0 served=607 cert_tagged=305 cert_real=305 relay2_crit=0 relay2_restart=0 adv_restart=0
23:19:00 iter=363 chain_txs=0 served=609 cert_tagged=306 cert_real=306 relay2_crit=0 relay2_restart=0 adv_restart=0
23:20:01 iter=364 chain_txs=0 served=611 cert_tagged=307 cert_real=307 relay2_crit=0 relay2_restart=0 adv_restart=0
23:21:01 iter=365 chain_txs=0 served=611 cert_tagged=307 cert_real=307 relay2_crit=0 relay2_restart=0 adv_restart=0
23:22:01 iter=366 chain_txs=0 served=613 cert_tagged=308 cert_real=308 relay2_crit=0 relay2_restart=0 adv_restart=0
23:23:01 iter=367 chain_txs=0 served=615 cert_tagged=309 cert_real=309 relay2_crit=0 relay2_restart=0 adv_restart=0
23:24:02 iter=368 chain_txs=0 served=617 cert_tagged=310 cert_real=310 relay2_crit=0 relay2_restart=0 adv_restart=0
23:25:02 iter=369 chain_txs=0 served=619 cert_tagged=311 cert_real=311 relay2_crit=0 relay2_restart=0 adv_restart=0
23:26:02 iter=370 chain_txs=0 served=621 cert_tagged=312 cert_real=312 relay2_crit=0 relay2_restart=0 adv_restart=0
23:27:03 iter=371 chain_txs=0 served=621 cert_tagged=312 cert_real=312 relay2_crit=0 relay2_restart=0 adv_restart=0
23:28:03 iter=372 chain_txs=0 served=623 cert_tagged=313 cert_real=313 relay2_crit=0 relay2_restart=0 adv_restart=0
23:29:03 iter=373 chain_txs=0 served=625 cert_tagged=314 cert_real=314 relay2_crit=0 relay2_restart=0 adv_restart=0
23:30:04 iter=374 chain_txs=0 served=627 cert_tagged=315 cert_real=315 relay2_crit=0 relay2_restart=0 adv_restart=0
23:31:04 iter=375 chain_txs=0 served=629 cert_tagged=316 cert_real=316 relay2_crit=0 relay2_restart=0 adv_restart=0
23:32:04 iter=376 chain_txs=0 served=631 cert_tagged=317 cert_real=317 relay2_crit=0 relay2_restart=0 adv_restart=0
23:33:05 iter=377 chain_txs=0 served=631 cert_tagged=317 cert_real=317 relay2_crit=0 relay2_restart=0 adv_restart=0
23:34:05 iter=378 chain_txs=0 served=633 cert_tagged=318 cert_real=318 relay2_crit=0 relay2_restart=0 adv_restart=0
23:35:05 iter=379 chain_txs=0 served=635 cert_tagged=319 cert_real=319 relay2_crit=0 relay2_restart=0 adv_restart=0
23:36:06 iter=380 chain_txs=0 served=637 cert_tagged=320 cert_real=320 relay2_crit=0 relay2_restart=0 adv_restart=0
23:37:06 iter=381 chain_txs=0 served=639 cert_tagged=321 cert_real=321 relay2_crit=0 relay2_restart=0 adv_restart=0
23:38:06 iter=382 chain_txs=0 served=641 cert_tagged=322 cert_real=322 relay2_crit=0 relay2_restart=0 adv_restart=0
23:39:07 iter=383 chain_txs=0 served=641 cert_tagged=322 cert_real=322 relay2_crit=0 relay2_restart=0 adv_restart=0
23:40:07 iter=384 chain_txs=0 served=643 cert_tagged=323 cert_real=323 relay2_crit=0 relay2_restart=0 adv_restart=0
23:41:07 iter=385 chain_txs=0 served=645 cert_tagged=324 cert_real=324 relay2_crit=0 relay2_restart=0 adv_restart=0
23:42:07 iter=386 chain_txs=0 served=647 cert_tagged=325 cert_real=325 relay2_crit=0 relay2_restart=0 adv_restart=0
23:43:08 iter=387 chain_txs=0 served=649 cert_tagged=326 cert_real=326 relay2_crit=0 relay2_restart=0 adv_restart=0
23:44:08 iter=388 chain_txs=0 served=651 cert_tagged=327 cert_real=327 relay2_crit=0 relay2_restart=0 adv_restart=0
23:45:08 iter=389 chain_txs=0 served=651 cert_tagged=327 cert_real=327 relay2_crit=0 relay2_restart=0 adv_restart=0
23:46:09 iter=390 chain_txs=0 served=653 cert_tagged=328 cert_real=328 relay2_crit=0 relay2_restart=0 adv_restart=0
23:47:09 iter=391 chain_txs=0 served=655 cert_tagged=329 cert_real=329 relay2_crit=0 relay2_restart=0 adv_restart=0
23:48:09 iter=392 chain_txs=0 served=657 cert_tagged=330 cert_real=330 relay2_crit=0 relay2_restart=0 adv_restart=0
23:49:10 iter=393 chain_txs=0 served=659 cert_tagged=331 cert_real=331 relay2_crit=0 relay2_restart=0 adv_restart=0
23:50:10 iter=394 chain_txs=0 served=661 cert_tagged=332 cert_real=332 relay2_crit=0 relay2_restart=0 adv_restart=0
23:51:10 iter=395 chain_txs=0 served=661 cert_tagged=332 cert_real=332 relay2_crit=0 relay2_restart=0 adv_restart=0
23:52:11 iter=396 chain_txs=0 served=663 cert_tagged=333 cert_real=333 relay2_crit=0 relay2_restart=0 adv_restart=0
23:53:11 iter=397 chain_txs=0 served=665 cert_tagged=334 cert_real=334 relay2_crit=0 relay2_restart=0 adv_restart=0
23:54:11 iter=398 chain_txs=0 served=667 cert_tagged=335 cert_real=335 relay2_crit=0 relay2_restart=0 adv_restart=0
23:55:12 iter=399 chain_txs=0 served=669 cert_tagged=336 cert_real=336 relay2_crit=0 relay2_restart=0 adv_restart=0
23:56:12 iter=400 chain_txs=0 served=671 cert_tagged=337 cert_real=337 relay2_crit=0 relay2_restart=0 adv_restart=0
23:57:12 iter=401 chain_txs=0 served=671 cert_tagged=337 cert_real=337 relay2_crit=0 relay2_restart=0 adv_restart=0
23:58:12 iter=402 chain_txs=0 served=673 cert_tagged=338 cert_real=338 relay2_crit=0 relay2_restart=0 adv_restart=0
23:59:13 iter=403 chain_txs=0 served=675 cert_tagged=339 cert_real=339 relay2_crit=0 relay2_restart=0 adv_restart=0
00:00:13 iter=404 chain_txs=0 served=677 cert_tagged=340 cert_real=340 relay2_crit=0 relay2_restart=0 adv_restart=0
00:01:13 iter=405 chain_txs=0 served=679 cert_tagged=341 cert_real=341 relay2_crit=0 relay2_restart=0 adv_restart=0
00:02:14 iter=406 chain_txs=0 served=681 cert_tagged=342 cert_real=342 relay2_crit=0 relay2_restart=0 adv_restart=0
00:03:14 iter=407 chain_txs=0 served=683 cert_tagged=343 cert_real=343 relay2_crit=0 relay2_restart=0 adv_restart=0
00:04:14 iter=408 chain_txs=0 served=683 cert_tagged=343 cert_real=343 relay2_crit=0 relay2_restart=0 adv_restart=0
00:05:15 iter=409 chain_txs=0 served=685 cert_tagged=344 cert_real=344 relay2_crit=0 relay2_restart=0 adv_restart=0
00:06:15 iter=410 chain_txs=0 served=687 cert_tagged=345 cert_real=345 relay2_crit=0 relay2_restart=0 adv_restart=0
00:07:15 iter=411 chain_txs=0 served=689 cert_tagged=346 cert_real=346 relay2_crit=0 relay2_restart=0 adv_restart=0
00:08:16 iter=412 chain_txs=0 served=691 cert_tagged=347 cert_real=347 relay2_crit=0 relay2_restart=0 adv_restart=0
00:09:16 iter=413 chain_txs=0 served=693 cert_tagged=348 cert_real=348 relay2_crit=0 relay2_restart=0 adv_restart=0
00:10:16 iter=414 chain_txs=0 served=693 cert_tagged=348 cert_real=348 relay2_crit=0 relay2_restart=0 adv_restart=0
00:11:17 iter=415 chain_txs=0 served=695 cert_tagged=349 cert_real=349 relay2_crit=0 relay2_restart=0 adv_restart=0
00:12:17 iter=416 chain_txs=0 served=697 cert_tagged=350 cert_real=350 relay2_crit=0 relay2_restart=0 adv_restart=0
00:13:17 iter=417 chain_txs=0 served=699 cert_tagged=351 cert_real=351 relay2_crit=0 relay2_restart=0 adv_restart=0
00:14:18 iter=418 chain_txs=0 served=701 cert_tagged=352 cert_real=352 relay2_crit=0 relay2_restart=0 adv_restart=0
00:15:18 iter=419 chain_txs=0 served=703 cert_tagged=353 cert_real=353 relay2_crit=0 relay2_restart=0 adv_restart=0
00:16:18 iter=420 chain_txs=0 served=703 cert_tagged=353 cert_real=353 relay2_crit=0 relay2_restart=0 adv_restart=0
00:17:18 iter=421 chain_txs=0 served=705 cert_tagged=354 cert_real=354 relay2_crit=0 relay2_restart=0 adv_restart=0
00:18:19 iter=422 chain_txs=0 served=707 cert_tagged=355 cert_real=355 relay2_crit=0 relay2_restart=0 adv_restart=0
00:19:19 iter=423 chain_txs=0 served=709 cert_tagged=356 cert_real=356 relay2_crit=0 relay2_restart=0 adv_restart=0
00:20:19 iter=424 chain_txs=0 served=711 cert_tagged=357 cert_real=357 relay2_crit=0 relay2_restart=0 adv_restart=0
00:21:20 iter=425 chain_txs=0 served=713 cert_tagged=358 cert_real=358 relay2_crit=0 relay2_restart=0 adv_restart=0
