witness soak start 2026-06-17T03:42:31Z dur=28800s img=0.17.0 shape=witness
09:56:54 iter=255 wit=2620 mempoolReject=2620 mempoolAdd=0 relay2_crit=0 relay2_restart=0
09:59:03 iter=256 wit=2630 mempoolReject=2630 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:00:06 iter=257 wit=2641 mempoolReject=2641 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:01:30 iter=258 wit=2652 mempoolReject=2652 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:02:57 iter=259 wit=2663 mempoolReject=2663 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:04:58 iter=260 wit=2676 mempoolReject=2674 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:06:13 iter=261 wit=2676 mempoolReject=2676 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:07:37 iter=262 wit=2686 mempoolReject=2686 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:08:40 iter=263 wit=2697 mempoolReject=2697 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:09:55 iter=264 wit=2698 mempoolReject=2698 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:11:28 iter=265 wit=2708 mempoolReject=2708 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:13:05 iter=266 wit=2718 mempoolReject=2718 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:14:29 iter=267 wit=2729 mempoolReject=2729 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:15:29 iter=268 wit=2740 mempoolReject=2739 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:16:38 iter=269 wit=2741 mempoolReject=2741 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:19:51 iter=270 wit=2762 mempoolReject=2762 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:21:21 iter=271 wit=2774 mempoolReject=2773 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:22:52 iter=272 wit=2785 mempoolReject=2784 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:24:01 iter=273 wit=2785 mempoolReject=2785 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:26:53 iter=274 wit=2807 mempoolReject=2806 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:28:32 iter=275 wit=2819 mempoolReject=2818 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:29:44 iter=276 wit=2819 mempoolReject=2819 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:31:00 iter=277 wit=2829 mempoolReject=2829 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:32:09 iter=278 wit=2840 mempoolReject=2840 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:33:15 iter=279 wit=2841 mempoolReject=2841 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:34:30 iter=280 wit=2852 mempoolReject=2852 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:35:31 iter=281 wit=2862 mempoolReject=2862 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:37:04 iter=282 wit=2863 mempoolReject=2863 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:38:04 iter=283 wit=2873 mempoolReject=2873 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:39:59 iter=284 wit=2884 mempoolReject=2884 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:41:02 iter=285 wit=2895 mempoolReject=2895 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:42:24 iter=286 wit=2896 mempoolReject=2896 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:44:18 iter=287 wit=2906 mempoolReject=2906 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:46:01 iter=288 wit=2916 mempoolReject=2916 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:47:04 iter=289 wit=2926 mempoolReject=2926 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:49:08 iter=290 wit=2937 mempoolReject=2937 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:50:08 iter=291 wit=2949 mempoolReject=2947 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:51:45 iter=292 wit=2959 mempoolReject=2959 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:52:48 iter=293 wit=2959 mempoolReject=2959 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:53:54 iter=294 wit=2970 mempoolReject=2970 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:54:55 iter=295 wit=2971 mempoolReject=2971 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:57:08 iter=296 wit=2981 mempoolReject=2981 mempoolAdd=0 relay2_crit=0 relay2_restart=0
10:59:27 iter=297 wit=3002 mempoolReject=3002 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:00:42 iter=298 wit=3003 mempoolReject=3003 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:02:25 iter=299 wit=3013 mempoolReject=3013 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:03:25 iter=300 wit=3023 mempoolReject=3023 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:04:23 iter=301 wit=3033 mempoolReject=3033 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:05:23 iter=302 wit=3035 mempoolReject=3035 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:07:24 iter=303 wit=3046 mempoolReject=3046 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:09:16 iter=304 wit=3057 mempoolReject=3057 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:10:22 iter=305 wit=3068 mempoolReject=3068 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:11:32 iter=306 wit=3069 mempoolReject=3069 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:12:38 iter=307 wit=3079 mempoolReject=3079 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:14:03 iter=308 wit=3090 mempoolReject=3090 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:15:46 iter=309 wit=3102 mempoolReject=3102 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:17:07 iter=310 wit=3113 mempoolReject=3103 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:19:15 iter=311 wit=3126 mempoolReject=3126 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:20:24 iter=312 wit=3126 mempoolReject=3126 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:21:49 iter=313 wit=3136 mempoolReject=3136 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:23:20 iter=314 wit=3147 mempoolReject=3147 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:24:44 iter=315 wit=3158 mempoolReject=3158 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:26:15 iter=316 wit=3170 mempoolReject=3170 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:27:40 iter=317 wit=3170 mempoolReject=3170 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:29:44 iter=318 wit=3180 mempoolReject=3180 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:30:42 iter=319 wit=3190 mempoolReject=3190 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:32:03 iter=320 wit=3202 mempoolReject=3202 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:33:13 iter=321 wit=3202 mempoolReject=3202 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:34:20 iter=322 wit=3212 mempoolReject=3212 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:35:42 iter=323 wit=3224 mempoolReject=3223 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:36:45 iter=324 wit=3224 mempoolReject=3224 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:38:47 iter=325 wit=3234 mempoolReject=3234 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:39:51 iter=326 wit=3244 mempoolReject=3244 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:41:15 iter=327 wit=3256 mempoolReject=3256 mempoolAdd=0 relay2_crit=0 relay2_restart=0
11:42:37 iter=328 wit=3266 mempoolReject=3266 mempoolAdd=0 relay2_crit=0 relay2_restart=0
witness soak end 2026-06-17T11:43:22Z
